M1/M2,Spin1x,Spin1y,Spin1z,Spin2x,Spin2y,Spin2z,Fspin,Fsnorm,Fsint
3.468506719,-0.335118594,0.554164411,-0.349957276,0.510618763,-0.05203088,0.004916749,0.488403423,0.5883562,11.767124
1.36661144,0.017569278,0.096654733,-0.610004432,-0.003897379,0.002939171,-0.426691075,0.489450835,0.589288919,11.78577838
2.998468157,-0.267612,0.4123264,-0.0940111,0,0,0,0.490400256,0.590134377,11.80268754
2.998468157,0.267612,-0.41232641,-0.0940111,0,0,0,0.490402581,0.590136448,11.80272895
3.700007069,0,0,0,0,0,0,0.49070003,0.590401325,11.80802651
1.999882274,0,0,0.500053962,0,0,-0.500063171,0.4912463,0.590887778,11.81775556
1.8945965,0.363808845,0.418539641,-0.574715672,0.572586868,0.23925539,-0.434167201,0.491327786,0.590960341,11.81920683
3.969439804,-0.539591884,-0.305885252,-0.304895125,0.180183558,0.430763068,0.428374537,0.49212175,0.591667365,11.83334731
2.912854159,0.543756638,0.154507149,-0.422250334,0.601755801,-0.184643784,0.365089716,0.49219703,0.591734402,11.83468804
1.902285415,-0.082813207,-0.574942046,-0.516783116,0.032412485,-0.012770878,-0.449778273,0.493092242,0.592531587,11.85063174
1.902282172,0.082809403,0.574944828,-0.516789821,-0.03241248,0.012771058,-0.4497799,0.493114355,0.592551279,11.85102558
3.031714306,0.064491446,-0.050181858,-0.086214856,0.520223722,-0.292532175,-0.316846252,0.49348028,0.592877135,11.85754269
2.623970469,-0.652506741,0.017121283,-0.454942929,0.184565617,0.716338038,0.133016362,0.493674399,0.593049997,11.86099995
1.000460229,0,0,-0.800804545,0,0,-0.399905188,0.494026807,0.593363816,11.86727632
0.99993233,2.68E-09,-3.76E-09,-0.400002334,-2.59E-09,2.84E-08,-0.799860789,0.494138364,0.593463158,11.86926315
0.999935797,-2.26E-09,1.46E-09,-0.39997442,4.21E-10,3.45E-10,-0.799829092,0.494155015,0.593477985,11.8695597
1.000000012,3.01E-09,4.65E-09,-0.599971831,-3.57E-09,-4.75E-09,-0.599971791,0.494212182,0.593528892,11.87057785
1.000000126,-1.37E-08,2.61E-08,-0.599956873,1.30E-08,-2.51E-08,-0.59995697,0.494212735,0.593529385,11.8705877
1.000000154,2.88E-09,-1.58E-09,-0.599932704,-1.29E-09,1.38E-09,-0.599932723,0.494231004,0.593545653,11.87091307
2.50000581,0,0,-0.19998229,0,0,-0.1999035,0.49428085,0.593590041,11.87180082
1.24989829,0.2591571,0.505998498,-0.56262849,-0.033827792,0.030776164,-0.798430033,0.494889813,0.594132322,11.88264644
2.430881307,-0.211905736,0.24194837,-0.363993711,0.129369076,0.454330065,0.574346233,0.495106115,0.594324939,11.88649877
1.780000814,4.90E-09,-2.27E-07,-0.399972321,-1.49E-09,4.66E-09,-0.399963393,0.495241429,0.594445435,11.88890871
2.000115277,-0.006839435,0.573867938,-0.557242987,-3.97E-06,3.20E-06,-3.08E-05,0.496108879,0.595217899,11.90435797
1.902394875,0.289894865,0.507800033,-0.512309676,-0.023054919,0.032173875,-0.449403579,0.496902948,0.595925016,11.91850032
2.000153658,-0.36079881,-0.449605159,-0.554397373,1.61E-06,-1.79E-06,-4.00E-05,0.497057364,0.596062523,11.92125047
1.902216924,-0.507524074,0.296297275,-0.508922504,-0.028999103,-0.026442228,-0.449391972,0.49724385,0.596228589,11.92457178
3.600008114,0,0,0,0,0,0,0.49734215,0.596316125,11.9263225
1,-0.15560813,0,-0.58071076,0.15560813,0,-0.58071076,0.4977025,0.596637016,11.93274032
1,0.15560813,0,-0.58071076,-0.15560813,0,-0.58071076,0.49770255,0.596637061,11.93274121
2.00002893,0.021352794,0.009767017,-0.399311265,0.661300519,-0.449448304,0.021142126,0.497808866,0.596731735,11.9346347
2.612842062,-0.51787743,-0.209467741,-0.385924091,0.000454574,-0.005571725,-0.013545834,0.497903372,0.596815892,11.93631785
1.332707046,0,0,0,0,0,-0.800780005,0.498003869,0.596905385,11.9381077
2.000117021,-0.326360656,-0.440780629,-0.582237546,0.623671002,-0.493200447,0.087212752,0.498312461,0.597180186,11.94360371
2.415032291,0,0,0.800599017,0,0,-0.331406446,0.498351767,0.597215188,11.94430375
1.999692892,-0.018497975,0.013758036,-0.399149869,0.042902776,0.798141988,0.028254625,0.498369537,0.597231012,11.94462023
2.500121848,0.52080071,0,-0.3006672,-0.52052188,0,-0.30049373,0.499103614,0.597884706,11.95769413
2.500121848,-0.52080071,0,-0.3006672,0.52052188,0,-0.30049373,0.499117597,0.597897158,11.95794316
1.999638472,-0.002448287,-0.021262877,-0.399343843,-0.792943105,-0.102160892,0.015412679,0.499229048,0.597996405,11.9599281
0.999940969,0.121196319,0.410601923,-0.420304161,-0.023901778,0.023033373,-0.799109044,0.499284584,0.59804586,11.9609172
5.99995443,0,0,0.20000213,0,0,0,0.50068085,0.599289233,11.98578466
3.551126104,0.271500603,0.36754298,-0.161827571,-0.043188147,-0.092060422,0.208492625,0.501048826,0.599616915,11.9923383
2.53362878,0.436581502,-0.147674682,-0.358512076,0.306447705,-0.653986408,0.224760038,0.501113212,0.599674251,11.99348502
2.941157846,-0.452411852,-0.381907389,-0.401993073,-0.024991727,-0.14876909,0.583905534,0.502019386,0.600481198,12.00962395
2.000000378,0.571269418,-0.093172696,-0.551880082,4.00E-06,6.02E-06,-0.000101553,0.502077849,0.600533259,12.01066518
1.999825873,-0.225932915,0.506073465,-0.576851336,-0.748330595,-0.266254213,0.092794567,0.5026163,0.601012749,12.02025497
2.033096597,-0.134357651,0.428807236,-0.473941323,-0.692796477,0.305101019,-0.234804929,0.502757575,0.601138554,12.02277108
7.998260788,1.48E-07,-1.11E-07,0.284438832,4.03E-07,1.50E-07,-0.751480098,0.504003267,0.602247841,12.04495682
1.994784795,-0.20773339,0.4465862,-0.50241081,0,0,0,0.504051951,0.602291194,12.04582388
3.500004613,0,0,0,0,0,0,0.50413718,0.60236709,12.04734181
3.499994047,4.48E-10,-7.69E-11,2.31E-07,4.08E-12,-1.51E-11,3.53E-07,0.504184017,0.602408799,12.04817597
3.497587191,-7.25E-09,1.41E-07,-5.86E-05,7.87E-09,2.58E-08,-2.43E-05,0.504351241,0.602557711,12.05115423
2.291175672,-0.483730794,-0.386663423,-0.39939825,0.244255463,0.712829939,-0.131639114,0.504673086,0.602844314,12.05688628
1.999948748,0.547333853,-0.06883969,-0.579074464,0.101763708,0.787314484,0.096919847,0.505219967,0.603331311,12.06662622
1.333384677,0.055339752,0.009438375,-0.797854207,0.445561896,-0.664006177,0.021307297,0.50597155,0.604000595,12.08001189
1.994798776,0.49471114,-0.02321837,-0.49972455,0,0,0,0.50662232,0.604580104,12.09160209
1.994798716,-0.49263147,-0.05010463,-0.49980653,0,0,0,0.506912575,0.604838576,12.09677152
2.31042588,0.254650438,0.269788276,-0.325041043,-0.308380413,-0.365246407,0.164749287,0.506964214,0.604884561,12.09769121
1.999919083,1.47E-09,-8.83E-09,-0.300051107,7.13E-09,-7.67E-09,-0.300004179,0.507542812,0.605399801,12.10799603
1.999971649,-2.94E-13,-7.73E-14,-0.299962176,1.21E-12,6.09E-13,-0.299939959,0.507580348,0.605433227,12.10866454
3.037279504,-0.031415555,0.008541498,-0.075672888,-0.761217563,-0.077569686,0.06510122,0.507584874,0.605437258,12.10874515
1.333302923,-0.022137239,-0.05384093,-0.797625176,-0.798772741,-0.030176183,0.026005467,0.508712286,0.606441216,12.12882433
1.333257452,-0.033269536,0.044488698,-0.797812543,0.340089632,0.723332261,0.028861159,0.509011038,0.606707255,12.13414509
2.00001631,0.42523632,0,-0.42522489,0.42512186,0,-0.42509488,0.5091376,0.606819958,12.13639916
2.00001634,-0.4252363,0,-0.42522488,-0.42512185,0,-0.42509485,0.509137934,0.606820255,12.13640511
1.333301151,0,0,-0.500032442,0,0,-0.50003609,0.509443621,0.607092469,12.14184939
2.500085874,0.52080239,0,-0.30066845,-0.6010521,0,0,0.510205032,0.607770505,12.1554101
1.722335442,-0.028622005,0.431789861,-0.662762896,0.023753476,-0.007994639,0.430276172,0.51054205,0.608070619,12.16141238
3.400002904,0,0,0,0,0,0,0.511074,0.60854432,12.1708864
2.810408895,0.661826682,0.038278633,-0.376724087,-0.397298233,-0.684985343,0.089670202,0.511204824,0.608660818,12.17321637
1.506250113,0,0,0.950324502,0,0,-0.953382472,0.512350049,0.60968064,12.1936128
2.137420199,-0.14608057,-0.472951744,-0.310560043,-0.464781623,0.249334781,-0.573439018,0.512398256,0.609723568,12.19447136
2.436971331,0.535750462,-0.330209862,-0.479333296,-0.239875515,-0.309237754,0.671399737,0.512716667,0.610007113,12.20014225
3.381170892,-0.001706077,-0.396117937,-0.119459736,0.499445152,0.465344227,0.271221093,0.513091061,0.61034051,12.2068102
2.868173772,-0.076125664,-0.25498133,-0.167726174,0.004802087,0.475574691,0.639240346,0.51364807,0.610836526,12.21673052
1.666606222,0,0,-1.57E-06,0,0,-0.500061866,0.513675516,0.610860966,12.21721933
3.00085708,0,0,-0.800571207,0,0,5.97E-06,0.514639299,0.611719214,12.23438428
1.830021466,-2.71E-08,-2.47E-08,-0.499967318,5.13E-09,-1.21E-09,0.400007428,0.515830192,0.612779703,12.25559405
2.414170784,0,0,0.500096523,0,0,-0.250033282,0.515960202,0.612895476,12.25790953
2.126236537,0.587362854,-0.164946807,-0.484938802,-0.220287782,0.546466959,0.167229941,0.516797845,0.613641396,12.27282793
3.176877855,-0.459453866,-0.330258858,-0.201654758,-0.289187692,0.238173603,-0.556779496,0.516945449,0.613772838,12.27545675
3.000114141,-0.52080382,0,-0.30067315,-0.60100726,0,0,0.517321859,0.61410803,12.28216061
3.937510958,-0.667538756,0.133104325,-0.376157611,-0.482320899,0.225809318,0.214570272,0.518164092,0.614858038,12.29716075
1,-0.3006134,0,-0.52065054,0.3006134,0,-0.52065054,0.51818257,0.614874492,12.29748985
1,0.3006134,0,-0.52065054,-0.3006134,0,-0.52065054,0.5181826,0.614874519,12.29749038
3.300007796,0,0,0,0,0,0,0.51822958,0.614916355,12.29832709
1.164888434,0.115322727,0.487729932,-0.612127223,-0.018239737,0.016836708,-0.479959948,0.518323997,0.615000433,12.30000866
2.667196876,0.596505255,0.34189657,-0.385984122,-0.56440813,-0.205094055,-0.221638455,0.518704241,0.61533904,12.30678079
2.673010594,0.549059278,0.095560025,-0.272049037,0.319966851,-0.253631329,-0.467372866,0.518855787,0.615473991,12.30947982
1.175611689,0,0,0,0,0,-0.850546448,0.519161719,0.615746423,12.31492846
1.999965374,-0.079467895,0.574557194,-0.550970727,0.03520069,-0.006667875,0.398483894,0.519841003,0.616351325,12.3270265
3.272497333,-3.93E-08,5.92E-08,-5.03E-05,4.39E-08,8.74E-08,-1.09E-05,0.520263644,0.616727686,12.33455372
2.999975263,3.19E-07,-1.80E-08,-0.000142892,4.21E-08,-7.20E-07,-1.15E-05,0.520598224,0.617025629,12.34051258
3.998841538,0.1176033,0.382351143,0.006004209,-0.07046105,0.036312225,-0.795506957,0.520709758,0.61712495,12.342499
2.342715878,0.654178453,0.227355628,-0.367544978,-0.262505927,-0.117093799,-0.733395957,0.521196607,0.617558488,12.35116977
2.99995824,7.97E-08,4.08E-08,-7.35E-05,-2.58E-08,6.66E-08,-0.599948109,0.521324682,0.617672539,12.35345078
2.999872654,-3.34E-09,3.83E-09,-2.98E-05,2.36E-09,3.62E-08,-0.599799081,0.521343385,0.617689194,12.35378388
1.176455707,0,0,-0.500050842,0,0,-0.500077241,0.521498763,0.617827558,12.35655116
2.258950139,-0.60298729,-0.160269542,-0.494457874,0.064349027,0.336462541,0.48628164,0.521790907,0.618087712,12.36175424
1.699197537,-0.487332519,-0.33111632,-0.478802765,0.550457951,-0.072707928,-0.360002857,0.522208031,0.61845916,12.3691832
2.538170998,-0.512796164,-0.394152574,-0.434278509,-0.622010192,-0.057465497,0.432928189,0.523476329,0.619588578,12.39177156
3.998861324,-0.383585603,-0.112558091,0.015556583,-0.003143075,-0.090550334,-0.79424357,0.524154713,0.620192678,12.40385356
3.998882961,0.290629506,-0.274397506,0.017129407,0.080021621,0.047219636,-0.794000108,0.525055172,0.620994536,12.41989071
3.99891474,0.372687234,0.145185872,0.007559322,-0.508235655,-0.616439782,-0.029086253,0.525186699,0.62111166,12.4222332
3.20000714,0,0,0,0,0,0,0.52547412,0.621367608,12.42735217
1.999920253,2.54E-08,-4.05E-08,-0.300023644,2.63E-08,-2.64E-08,1.39E-05,0.526305956,0.622108357,12.44216714
2.000106797,3.08E-13,4.22E-13,-0.299962133,2.71E-10,9.55E-11,2.79E-07,0.526308387,0.622110522,12.44221044
3.999947617,0.301063614,-0.263438705,-0.001084575,-0.368216801,0.70995072,0.02166959,0.52661731,0.622385618,12.44771235
1.821772246,-0.192105952,0.532676086,-0.492068103,-0.121667781,0.58399688,-0.439152687,0.527039678,0.622761736,12.45523471
1.00001572,-4.80E-08,-2.27E-07,-0.600419715,1.85E-08,1.76E-08,-0.399991567,0.527234244,0.622934996,12.45869993
1.500017654,0,0,-0.40009526,0,0,-0.40003631,0.52724474,0.622944343,12.45888686
0.999999994,0,0,-0.499942816,0,0,-0.499942777,0.527589791,0.623251611,12.46503221
2.951719329,-0.091925472,-0.142055185,-0.092011274,-0.163236111,-0.459582845,0.457170818,0.527612195,0.623271561,12.46543123
3.618850739,-0.517223013,-0.475994488,-0.368587798,0.234950289,-0.621302286,0.03583554,0.528147586,0.623748326,12.47496653
1.399182422,4.93E-08,1.05E-08,-0.710930082,3.77E-08,-6.03E-08,0.220427192,0.529116501,0.624611144,12.49222288
1.398774357,0,0,0.220499569,0,0,-0.711415045,0.529130467,0.624623581,12.49247161
1.999663133,-1.62E-09,4.46E-08,-0.128717085,2.08E-08,6.72E-08,-0.849538966,0.529185961,0.624672998,12.49345996
1.999641169,6.79E-08,-8.75E-08,-0.128687214,4.97E-08,-3.45E-08,-0.849603775,0.529211169,0.624695446,12.49390891
3.10099178,0.368880838,0.523919368,-0.359739968,-0.378742813,0.535410176,0.377102482,0.52981936,0.625237039,12.50474078
1.999867018,-0.360763325,-0.485025441,-0.523946634,-0.751821803,-0.27190095,0.01864508,0.530088488,0.625476697,12.50953394
1.999887056,-0.245884224,0.556222835,-0.519564132,0.0907607,0.794363063,0.019458914,0.530237393,0.625609297,12.51218594
2.412723964,0.376655019,0.346142259,-0.254438866,-0.074558513,-0.726964982,-0.125849613,0.530402972,0.625756745,12.51513489
1.176993003,0,0,-0.80076279,0,0,-0.250009504,0.530493689,0.625837528,12.51675056
2.634572652,-0.482943713,0.416509168,-0.278572733,0.454276367,-0.021044356,-0.308623525,0.530681363,0.626004652,12.52009303
1.749670356,-7.97E-09,-1.66E-07,-0.600334059,7.32E-09,4.81E-08,0.799750318,0.530894307,0.626194278,12.52388556
3.352768501,-0.480217142,-0.479628189,-0.280673797,-0.07027042,-0.083774167,-0.126627282,0.530915195,0.626212879,12.52425757
2.999996444,-8.96E-08,-7.71E-08,-5.40E-05,-1.19E-07,7.84E-08,-0.30001729,0.531033458,0.626318192,12.52636383
2.999772121,-4.31E-10,-3.17E-11,2.56E-07,-3.21E-13,-1.40E-12,-0.299927562,0.531070452,0.626351135,12.5270227
2.283526084,0.375019794,0.192465015,-0.346144369,-0.517034646,0.164848153,0.526663738,0.531542254,0.626771274,12.53542548
3.999162207,-0.307773364,0.255476589,0.000124546,0.231008256,-0.763580608,0.056671272,0.531590603,0.626814329,12.53628657
2.825497005,0.255932294,0.368272605,-0.177404811,0.088822859,0.641842366,-0.317855569,0.531733611,0.626941677,12.53883354
1.3335612,0,0,-0.700283992,0,0,-0.299997517,0.531768714,0.626972936,12.53945872
1.999704465,-0.014495284,0.140815806,-0.141397287,-0.017768523,0.003943351,-0.799362721,0.531807383,0.627007371,12.54014742
2.325348253,0,0,-0.36341447,0,0,-0.125585362,0.53187354,0.627066284,12.54132567
2.325000704,2.38E-08,1.23E-07,-0.12561584,-1.00E-09,7.41E-08,-0.363345074,0.531917169,0.627105135,12.5421027
2.462570366,0.335838223,0.587841179,-0.378546654,0.382800716,-0.415523854,0.259617381,0.532161607,0.627322807,12.54645614
1.000071509,4.52E-08,3.30E-08,-0.768582826,-3.38E-08,-2.67E-08,-0.199710813,0.532363074,0.627502213,12.55004426
3.100004723,0,0,0,0,0,0,0.53287443,0.627957575,12.5591515
3.999585938,-0.110133437,-0.384577136,0.004462991,-5.27E-07,1.61E-06,-9.10E-05,0.533839424,0.628816901,12.57633802
2.000086899,-1.59E-07,-3.04E-08,-0.20013385,-8.64E-08,-6.41E-08,-0.399963765,0.534138684,0.629083391,12.58166783
3.999780581,-0.206542527,-0.342034085,0.019504199,-0.663589366,0.443171296,-0.054727248,0.534568627,0.629466255,12.5893251
4.9999631,0,0,0.20000112,0,0,0,0.53512693,0.629963423,12.59926847
2.527220136,-0.033731628,-0.04544288,-0.073298181,-0.401565064,-0.045261446,-0.369244314,0.536144253,0.630869348,12.61738696
2.000004175,-0.32890726,0.27091772,-0.42441836,0.42581622,0.07601856,0.41764596,0.536194869,0.630914422,12.61828843
2.000004205,0.32890727,-0.27091773,-0.42441836,-0.42581624,-0.07601857,0.41764596,0.536195095,0.630914623,12.61829246
3.999617271,0.389016818,0.092801838,0.010475361,-3.22E-06,2.83E-06,-6.40E-05,0.53685682,0.631503888,12.63007776
2.986889042,0.397917514,0.605155532,-0.322803199,0.022728687,-0.219381797,-0.745083431,0.537471368,0.632051142,12.64102285
1.999943078,0.592258537,-0.097425367,-0.528830279,0.574415936,-0.556654814,0.001200588,0.537562466,0.632132265,12.6426453
3.999065344,-0.114954953,-0.382716011,0.018955092,-0.791342701,-0.106389504,-0.041702815,0.537623275,0.632186415,12.64372831
0.999919475,0.031490866,0.137308487,-0.141919908,-0.009328212,0.006977975,-0.799658946,0.537682518,0.632239171,12.64478342
3.999579165,-0.279566876,0.285883164,0.012527059,4.36E-07,-1.03E-06,-6.82E-05,0.537881226,0.63241612,12.64832241
5.001854259,0.498409312,0.027055058,0.000105043,2.02E-09,-4.16E-09,3.27E-07,0.538287334,0.632777759,12.65555518
5.002133351,0.493534178,0.07727874,0.002948712,-2.28E-07,1.98E-07,3.10E-06,0.538389358,0.632868611,12.65737223
2.411156316,0.29335442,0.446150712,-0.262524427,0.292229398,0.01335225,-0.266979821,0.538869414,0.633296101,12.66592201
2.999974372,-1.12E-07,-4.87E-08,-1.06E-05,-2.97E-08,1.15E-08,1.83E-05,0.538955196,0.633372489,12.66744979
1.499847566,0,0,0.800680238,0,0,-0.8008443,0.539101045,0.633502368,12.67004735
2.746608926,-0.287685958,-0.592688834,-0.293856314,0.231862821,-0.525799998,-0.545278017,0.539136492,0.633533933,12.67067866
1.571222001,0.557164145,0.020765473,-0.421283417,-0.097454223,-0.629033349,-0.417318263,0.539333492,0.633709361,12.67418723
1.499826172,-9.17E-08,-6.38E-08,-0.200141046,-6.34E-08,-6.56E-09,-0.799617154,0.539362084,0.633734823,12.67469645
2.999974044,-8.47E-08,-4.46E-08,-1.11E-05,-2.82E-08,1.01E-08,1.78E-05,0.539443327,0.633807169,12.67614339
3.000156268,2.20E-08,2.35E-07,3.95E-05,3.36E-08,-4.11E-08,4.56E-06,0.539672734,0.634011456,12.68022912
1.999808349,0.580481506,0.008518911,-0.550256943,-0.024555117,-0.074056297,0.795951694,0.539990232,0.634294188,12.68588375
2.078736306,-0.362708925,-0.526171699,-0.427830785,0.435243843,-0.59013931,-0.2537561,0.540149619,0.634436121,12.68872243
1.499961982,0,0,-1.49E-06,0,0,-0.500095679,0.540225902,0.634504051,12.69008103
1.500675626,1.13E-13,-5.05E-12,-0.499524,-2.86E-10,-7.12E-10,1.38E-07,0.540235715,0.63451279,12.6902558
1.500675717,1.83E-12,-4.35E-12,-0.499524,-4.55E-10,-8.22E-10,1.34E-07,0.540274948,0.634547727,12.69095453
1.500678596,4.86E-13,-2.21E-13,-0.49952,1.02E-10,5.11E-11,2.17E-07,0.540290672,0.634561729,12.69123458
1.500680352,4.24E-12,-5.51E-12,-0.499515,-3.98E-10,-1.35E-09,2.97E-07,0.540383659,0.634644534,12.69289068
2.999983928,-1.32E-07,-5.74E-08,-1.05E-05,-2.44E-08,4.26E-09,1.12E-05,0.540385575,0.63464624,12.6929248
3.000702295,5.40E-08,-4.38E-08,-1.20E-05,-1.88E-07,-2.69E-07,0.000119289,0.540452328,0.634705683,12.69411367
3.00000344,0,0,0,0,0,0,0.5404737,0.634724715,12.6944943
3.000016413,-5.75E-08,-3.19E-07,-0.00011916,1.68E-07,-5.45E-07,5.88E-05,0.540476615,0.634727311,12.69454622
3.000014049,-5.83E-08,-3.21E-07,-0.000117958,1.63E-07,-5.43E-07,5.72E-05,0.540481538,0.634731695,12.6946339
3.000140676,4.07E-08,-5.26E-08,2.48E-05,2.64E-07,-1.72E-07,9.14E-06,0.54049028,0.63473948,12.69478959
2.999301151,-3.57E-08,-1.20E-07,-1.44E-05,-4.48E-08,-6.05E-08,-0.000117252,0.540568761,0.634809367,12.69618734
2.99999224,-2.94E-10,-2.94E-10,5.13E-07,1.47E-09,1.47E-09,6.50E-07,0.540581149,0.634820398,12.69640797
2.999989392,7.97E-08,2.05E-08,2.42E-06,-4.46E-10,-3.38E-09,-1.56E-07,0.54058536,0.634824148,12.69648296
3.000002404,0,0,-2.02E-06,0,0,0,0.540594086,0.634831919,12.69663837
2.999987968,0,0,-2.24E-06,0,0,0,0.540600212,0.634837374,12.69674748
3.000098936,5.93E-08,-3.82E-08,2.24E-06,6.72E-08,9.63E-10,5.41E-06,0.540609035,0.634845231,12.69690462
2.999998868,-9.33E-08,-9.03E-08,-9.61E-06,-1.74E-08,1.10E-08,1.01E-05,0.540613563,0.634849263,12.69698526
3.228645684,0.007635339,0.001055977,0.026318305,0.65607801,0.205217131,0.170138581,0.540621801,0.634856599,12.69713198
2.99999338,5.98E-09,3.57E-09,2.89E-07,-2.86E-09,5.18E-09,5.03E-07,0.5406442,0.634876545,12.6975309
1.999613436,-0.341321765,-0.457498394,-0.560753521,-0.041181306,0.05642883,0.796661139,0.540740882,0.63496264,12.69925281
1.60241365,-0.347974653,0.280821932,-0.574308879,-0.03834608,-0.680365495,0.225206318,0.540990146,0.63518461,12.70369219
3.000265108,-6.43E-08,2.12E-07,6.25E-05,2.56E-08,1.38E-07,-2.31E-05,0.541174393,0.635348681,12.70697363
3.570254585,-0.636136291,0.148177878,-0.261573434,-0.590039627,0.090045264,-0.520433569,0.541629951,0.635754355,12.7150871
2.081199121,-0.012026113,0.599890878,-0.482226559,0.102117981,0.614788947,0.239174564,0.541840018,0.63594142,12.71882839
3.000078689,7.33E-08,1.11E-07,-8.03E-05,1.24E-07,2.02E-07,-2.04E-05,0.542413971,0.636452524,12.72905048
1.249906845,5.06E-08,-1.23E-07,-0.200311795,1.21E-08,-4.19E-08,-0.799851516,0.542442608,0.636478025,12.7295605
1.332399549,0,0,0.499994519,0,0,-0.85122241,0.542678366,0.636687967,12.73375935
3.999930378,0.067649299,0.394245599,0.002144726,-0.264847988,0.752875297,0.055692557,0.54323936,0.637187532,12.74375064
1.897363783,-0.215955285,-0.576136618,-0.477365643,0.595000678,0.286448964,0.310838345,0.543240281,0.637188352,12.74376704
1.000165317,1.54E-09,-7.10E-10,-0.899697323,2.03E-09,-6.57E-09,-8.80E-06,0.543329758,0.637268031,12.74536062
1.000148139,1.62E-09,-2.26E-09,-0.899655945,2.02E-09,-5.48E-10,8.14E-06,0.543352546,0.637288324,12.74576648
2.414151156,0,0,0.400062962,0,0,-0.165724238,0.543419503,0.637347949,12.74695898
2.99299687,0.523561021,0.34426841,-0.258907659,-0.094001044,-0.41595182,0.603482464,0.543468477,0.63739156,12.74783121
1.999925041,5.18E-09,-1.26E-08,-0.300050388,3.71E-09,-5.86E-09,0.300029159,0.544658083,0.638450903,12.76901806
1.999970767,-2.12E-13,-6.69E-15,-0.299962122,1.44E-12,5.29E-13,0.299942735,0.544683481,0.63847352,12.7694704
1.570787356,-0.27325302,-0.509781948,-0.450421014,-0.528721882,0.474463304,-0.26384646,0.54535117,0.639068096,12.78136192
1.648330594,-0.017197658,0.124804589,-0.558138746,0.008655452,-0.002700134,0.528772901,0.545564043,0.639257659,12.78515318
1.170296623,-0.019414572,0.060557605,-0.47658372,0.041151809,0.050079721,-0.363989377,0.545605061,0.639294186,12.78588371
3.999675894,-0.376001311,-0.133869783,0.027054276,-0.714237294,0.359468555,-0.017756318,0.546109451,0.639743344,12.79486688
1.990913609,-0.070451706,0.593224501,-0.321041172,-0.036323974,0.00914446,-0.407113352,0.54612316,0.639755552,12.79511104
3.998545856,0.163024049,0.365295837,0.005418502,0.060466838,-0.045690531,0.79581924,0.546226641,0.639847702,12.79695404
2.00001068,0,0,-0.19997457,0,0,-0.19991328,0.54656042,0.640144932,12.80289863
1.000063365,0.11314755,0.56447378,-0.555196916,-0.016242797,0.01465655,-0.399321732,0.546663752,0.640236949,12.80473897
3.51379024,0.522356873,-0.262491242,-0.091823376,-0.712378724,-0.202224061,-0.132872604,0.547678361,0.641140457,12.82280913
1.000020856,-4.26E-10,4.74E-09,-0.624965535,-2.25E-09,-2.51E-09,-0.250014578,0.547766517,0.641218959,12.82437919
1.000022238,1.75E-08,5.61E-10,-0.624943095,-4.24E-09,-4.31E-09,-0.2499916,0.547769643,0.641221743,12.82443486
0.999994994,-2.99E-09,4.70E-08,-0.437605825,-4.48E-08,7.85E-09,-0.437599124,0.547791636,0.641241328,12.82482656
1.000000004,1.74E-08,4.57E-10,-0.437585851,-1.74E-08,-5.83E-10,-0.437585792,0.54780654,0.6412546,12.825092
1.0000001,8.12E-10,3.01E-09,-0.437570605,-1.62E-10,4.27E-10,-0.437570674,0.547811342,0.641258876,12.82517752
0.999999996,-0.000642499,-0.001637022,-0.437502219,-0.001547281,0.000613811,-0.437502611,0.547828852,0.641274469,12.82548937
3.999526806,-0.191500709,0.351178674,0.004443699,-0.769431968,0.19602161,0.095196741,0.547863505,0.641305327,12.82610654
2.899998974,0,0,0,0,0,0,0.54817782,0.641585224,12.83170448
3.00350879,0.04713704,0,0.04714628,-0.42505538,0,-0.42503579,0.548411299,0.641793137,12.83586274
1.499782941,0,0,0.500042363,0,0,-0.650288482,0.549269821,0.64255765,12.85115299
3.998539478,0.238121103,-0.321303771,0.010876191,-0.072756361,-0.033730963,0.795430033,0.549312091,0.642595291,12.85190582
1.823915001,-0.005391634,0.143551032,-0.129090035,-0.015998293,0.004818461,-0.764682726,0.549327837,0.642609313,12.85218626
1.999912869,0.42524312,0,-0.425239,0,0,0.60118781,0.549455767,0.642723234,12.85446469
1.513227787,-0.55138962,0.407332779,-0.4088091,0.290073513,-0.316183707,-0.478499998,0.549722575,0.642960827,12.85921653
3.000053729,1.45E-08,2.13E-08,-4.05E-06,-6.72E-09,3.49E-08,0.300036138,0.549936208,0.643151066,12.86302133
2.999771089,-5.15E-10,-3.85E-11,1.93E-07,-2.42E-14,4.38E-12,0.299931168,0.549956208,0.643168876,12.86337753
1,0.42513459,0,-0.42510727,-0.42513459,0,-0.42510727,0.55041184,0.643574616,12.87149232
1,-0.42513459,0,-0.42510727,0.42513459,0,-0.42510727,0.55041187,0.643574643,12.87149286
3.998510106,-0.398002776,-0.038538128,0.012974551,0.013919039,0.078502477,0.795470912,0.550809849,0.643929043,12.87858085
2.603434902,0.01068809,-0.001387743,0.01451353,-0.029209492,0.376538569,-0.681302457,0.55090026,0.644009554,12.88019107
1.832018136,-0.150135979,0.290816401,-0.33249652,-0.326332176,-0.293745588,-0.0330079,0.550945218,0.644049589,12.88099177
2.415070152,0,0,-0.800805926,0,0,3.75E-06,0.551032586,0.64412739,12.88254779
3.999130744,0.39959457,-0.007470413,0.017465899,0.784281362,0.141673239,0.06409988,0.551287093,0.644354028,12.88708056
