M1/M2,Spin1x,Spin1y,Spin1z,Spin2x,Spin2y,Spin2z,Fmass,Fmnorm,Fmint
2.500093881,0.15564351,0,0.58089328,-0.60110229,0,0,0.95207942,0.602569768,12.05139537
2.500093741,-0.15564362,0,0.58089332,-0.60110266,0,0,0.95208155,0.602588289,12.05176578
1.01463565,0.051455323,-0.663196759,0.133725915,-0.660240766,0.027457785,-0.323867383,0.952094575,0.602701543,12.05403085
1.333314548,7.69E-07,2.53E-06,1.65E-05,0.622782848,-0.501413426,0.02424784,0.952113526,0.602866324,12.05732647
1.666639687,0.665680899,-0.439842368,0.057590504,0.690785419,-0.398780296,0.06018259,0.95214931,0.603177469,12.06354938
2.413766823,0,0,-0.500117185,0,0,0.65027047,0.952174326,0.603394986,12.06789972
2.499749563,0.42525022,0,0.42526268,0,0,0.60111725,0.95221906,0.603783953,12.07567905
1.000000016,-1.84E-08,-3.38E-09,1.22E-05,2.03E-08,2.81E-09,1.20E-05,0.952230541,0.603883781,12.07767562
1.000055738,-0.037236302,0.575250161,-0.554517449,0.020304601,-0.010706354,0.399302797,0.952233263,0.603907449,12.07814898
1.999837815,0.779444774,0.176171337,0.03432929,-0.008679939,-0.119213373,0.790694809,0.952233968,0.603913579,12.07827158
1.219995859,5.95E-08,-1.50E-08,0.330031197,-4.82E-08,-5.26E-08,-0.44002659,0.952234875,0.603921466,12.07842931
1.176473575,0,0,-1.17E-06,0,0,0,0.952235956,0.603930865,12.0786173
1.749837561,-3.33E-08,-1.61E-08,-0.000170755,-9.04E-09,3.34E-08,0.799951635,0.952239935,0.603965463,12.07930926
1.176461773,0,0,0,0,0,0,0.952241056,0.60397521,12.0795042
1.49935399,0,0,0,0.286517699,0.747741543,0.004276092,0.952241152,0.603976045,12.0795209
1.333249941,-8.31E-07,6.70E-06,3.30E-05,0.110200637,0.791719043,0.030757771,0.952261364,0.60415179,12.08303581
1.750016163,0,0,0.19998973,0,0,0.19995364,0.95227954,0.604309832,12.08619665
2.402459468,0.461957231,-0.588466998,0.243593933,-0.001220883,-0.037977028,0.792037247,0.952281256,0.604324753,12.08649507
1.000000212,1.35E-08,3.37E-10,3.65E-06,-4.51E-09,-5.31E-08,3.38E-06,0.952282056,0.604331709,12.08663419
1.584001842,0.183755234,0.239671965,0.302645338,0.212178261,0.328371379,-0.264083469,0.952329832,0.604747127,12.09494253
1.200000854,0,0,0,0,0,0,0.95233255,0.60477076,12.0954152
1.999863162,0.719746375,-0.342707612,0.066354619,-0.300436238,-0.549458554,0.497336021,0.952374694,0.605137206,12.10274413
1.202461565,-2.37E-10,-3.00E-08,-5.04E-05,-6.47E-08,-4.82E-08,8.54E-05,0.952383594,0.605214593,12.10429186
1.999851678,-0.148302625,0.785164989,0.039844269,-0.295322178,0.37704215,0.640731423,0.95239873,0.605346202,12.10692404
1.33337097,-0.760511199,-0.245404839,-0.034003877,0.617203175,-0.50287287,0.077511356,0.952411266,0.605455204,12.10910407
1.999814425,-0.006304232,0.025033499,0.399223997,-0.546638335,-0.582783325,0.032240895,0.952424552,0.605570727,12.11141454
1.249993279,6.01E-10,-9.09E-10,-2.71E-05,1.78E-10,2.39E-11,-6.85E-06,0.952504656,0.606267239,12.12534479
1.500002813,0,0,0.09999875,0,0,0.09998475,0.95251965,0.606397614,12.12795228
1.221181455,1.59E-07,-6.73E-08,0.000145609,1.19E-07,-2.06E-08,9.71E-05,0.952532925,0.606513041,12.13026083
1.22780184,-4.48E-08,-3.87E-08,0.310072261,-4.11E-08,-9.23E-09,-0.459918926,0.95255481,0.606703334,12.13406667
2.479117647,-0.46147551,-0.29498539,0.400443709,-0.35390359,-0.301616787,0.446047277,0.95255538,0.60670829,12.1341658
1.333204389,0,0,0.800546495,0.5115198,0.181524631,-0.588717626,0.95255971,0.60674594,12.13491879
1.50055574,0,0,-0.800750695,0,0,0.50005152,0.952569768,0.606833395,12.1366679
1.249927005,0.338404791,0.199034915,0.214295243,0.043839103,0.400839229,-0.351765938,0.952636451,0.607413211,12.14826421
1.333326677,0,0,0.499990538,0,0,-0.250004908,0.952651411,0.607543289,12.15086579
1.000028966,-0.054378783,0.006502454,-0.797833398,-0.07242932,0.551136079,0.575286873,0.952660501,0.607622328,12.15244656
1.99982049,0.759485543,-0.247783711,0.039468701,-0.065688699,-0.095640985,0.791219422,0.952663679,0.607649961,12.15299922
1.999817075,0.764140234,-0.233108822,0.039280185,-0.063888369,-0.097036944,0.791199197,0.952671357,0.607716722,12.15433444
1.249999539,0,0,0,0,0,0,0.95271092,0.608060726,12.16121453
1.333812818,0,0,0.800563428,0,0,-0.450041398,0.952717004,0.608113627,12.16227255
1.499372772,0,-1.96E-06,0,-0.502027339,0.623827712,-0.000369425,0.952747515,0.608378924,12.16757847
1.250042409,4.45E-10,5.78E-08,-0.000136513,2.20E-08,4.88E-08,-2.55E-05,0.952754163,0.608436729,12.16873457
1.736687413,-0.167680101,0.654621839,0.140736004,-0.003806759,0.000218041,-0.034713514,0.952760456,0.608491447,12.16982894
1.25006778,-1.10E-07,-6.27E-09,-0.000192361,-2.53E-08,7.97E-09,-0.000228316,0.952762445,0.608508741,12.17017483
1.406937973,0.101054086,0.480404349,-0.00423563,-0.019820617,-0.283007985,0.032560302,0.95279431,0.608785811,12.17571622
1.316068233,-0.453263876,-0.414974472,-0.389650245,-0.501904725,0.300880044,0.401837121,0.952843581,0.609214227,12.18428455
2.589948607,-0.123658783,-0.236271635,0.564211528,0.686849827,-0.144520842,0.0547881,0.952844964,0.609226253,12.18452505
1.999985484,0.765805436,-0.362001735,0.069236182,0.792812667,-0.296725396,0.07439422,0.95284564,0.609232131,12.18464261
1.854081619,-0.064706286,0.715274405,0.283515235,-0.050785701,0.001739107,-0.446037913,0.952846601,0.609240487,12.18480973
1.666644607,-0.7331937,-0.314138876,0.059085304,0.018245435,0.796504829,-0.070783584,0.952851879,0.609286379,12.18572759
2.000057674,1.06E-08,-2.85E-08,0.299850951,6.39E-09,-2.37E-08,0.300046682,0.952879486,0.609526425,12.1905285
1.359810564,-0.001455464,-0.000283567,0.088498356,0.193005058,-0.289083398,-0.074788604,0.952892394,0.609638661,12.19277323
1.666713038,0.046372971,0.796246643,0.060305174,-0.013034324,0.796778546,0.069412477,0.952902684,0.609728134,12.19456268
1.999915312,0.749418569,-0.279626035,0.002092627,-0.421090737,0.331558306,0.593694809,0.952931202,0.609976101,12.19952202
1.999970032,-3.50E-13,-3.82E-14,0.299963708,-1.06E-12,-3.39E-13,0.299942015,0.952943337,0.610081616,12.20163232
1.048836709,-0.549994983,-0.288601605,0.096203612,-0.539671355,0.200269343,-0.4452071,0.952943923,0.610086711,12.20173423
1.333178414,4.59E-06,4.24E-06,0.000125231,-0.753883252,-0.26542078,0.028620077,0.952951127,0.610149351,12.20298702
1.140446564,0.32988871,-0.569467411,-0.446820093,0.057730429,-0.673139433,0.329394176,0.952958878,0.610216747,12.20433494
2.56443984,0.318539548,-0.479037514,0.526900509,0.032776625,0.059483603,-0.013185602,0.952959229,0.610219799,12.20439597
1.269555825,0.01168292,0.045274714,-0.058455203,0.388838005,0.241466495,0.070213324,0.952963726,0.610258901,12.20517801
3.356384597,0.190527164,-0.107168933,0.75120677,0.332693305,0.598718316,-0.121233898,0.952987731,0.610467627,12.20935253
1.004054817,-0.000978079,0.274615161,0.180804884,-0.00904286,0.003577997,-0.306002297,0.952990518,0.61049186,12.2098372
1.499393196,0,0,0,-0.141710795,0.787986227,0.005520631,0.952994453,0.610526075,12.2105215
1.666732599,-0.728750231,-0.328539269,0.028761445,3.81E-06,-7.71E-07,2.22E-05,0.952995154,0.61053217,12.21064341
1.179644697,-0.001525812,0.01399798,-0.479429778,0.000855855,-0.000333355,0.560628259,0.953056302,0.611063859,12.22127717
1.079617179,0.118258295,-0.068757811,0.070384646,-0.302166513,-0.298360957,-0.200309191,0.953078683,0.611258464,12.22516927
2.0000082,0.5126748,-0.00917134,0.31432453,0.56643736,0.02506791,-0.20011083,0.95308377,0.611302696,12.22605391
2.00000817,-0.51267482,0.00917134,0.31432455,-0.56643735,-0.02506791,-0.20011081,0.9530838,0.611302956,12.22605913
2.612387699,-0.286879248,-0.091592626,0.442800935,-0.004722338,0.057816967,0.771897851,0.953107115,0.611505683,12.23011366
1.227781508,0.094317687,0.056413508,0.322382511,0.266333082,0.213361394,-0.576108108,0.953114559,0.611570409,12.23140818
1.300001343,0,0,0,0,0,0,0.95311975,0.611615545,12.23231091
2.500089623,-0.30068184,0,0.52081755,-0.60109939,0,0,0.9531355,0.611752493,12.23504987
1.99992181,-0.071177505,0.119290575,0.143799918,0.01978621,0.004733735,0.79943978,0.953159772,0.611963541,12.23927082
1.176466964,0,0,0.250011166,0,0,-0.250013849,0.953169844,0.612051118,12.24102236
1.660746062,-0.039032247,0.128769127,0.05565258,0.007870954,-0.000298793,0.371598884,0.953175543,0.612100671,12.24201343
1.119987335,0.138355221,-0.200001935,-0.008334753,-0.065324481,-0.241364027,-0.098643534,0.953193705,0.612258592,12.24517184
1.999591064,7.02E-09,3.12E-08,0.128627664,1.07E-08,-2.87E-08,0.849634892,0.953196867,0.612286086,12.24572172
1.999565931,2.50E-08,-7.62E-08,0.128673834,5.86E-08,-4.99E-08,0.849670254,0.953203385,0.61234276,12.24685521
1.999830742,-0.614249311,-0.511600851,0.028005613,-0.196077366,-0.423892983,0.649204669,0.953204457,0.612352082,12.24704163
1.162490208,0.690423811,0.213143262,-0.188629578,0.677899104,-0.009473424,-0.0411139,0.95321892,0.612477839,12.24955678
1.352437362,-0.544875336,0.303520687,-0.059240584,-0.250789779,-0.54769286,-0.135863995,0.953225606,0.612535974,12.25071949
1.513033565,-0.395556977,0.229641127,0.168606035,0.354019984,-0.125560347,-0.253643009,0.953231758,0.612589467,12.25178933
1.949663758,-0.181503396,0.558833414,0.530536299,-0.079873093,-0.008176996,-0.714674254,0.953254488,0.612787106,12.25574213
3.087744397,0.020968665,-0.011487024,0.71007408,-0.218358641,0.466450556,-0.037224455,0.95329822,0.613167361,12.26334721
1.266025073,-0.504371992,0.193478981,-0.393131331,-0.248044991,0.585475167,0.273622594,0.953308292,0.613254938,12.26509875
1.999885523,0,0,-0.500083609,0,0,0.500036437,0.953333542,0.613474489,12.26948978
1.999877268,0,0,-0.500015047,0,0,0.500025791,0.953335953,0.613495453,12.26990906
1.33379627,-0.286892938,-0.596886836,-0.44983141,0.158905306,-0.342785861,0.131292085,0.953364222,0.613741255,12.2748251
1.204742295,-0.013348756,0.213440236,-0.128700674,0.002014683,-0.00071677,0.081006941,0.953396743,0.614024028,12.28048057
3.43636349,0.047867644,-0.224839069,0.716335894,-0.309458918,0.430745397,0.524041726,0.953428123,0.614296881,12.28593761
1.271814543,-5.53E-09,2.36E-08,0.320013016,-9.00E-09,-5.69E-08,-0.56001785,0.953428174,0.614297324,12.28594648
1.333843377,0,0,-0.800654188,0,0,0.449992356,0.953475437,0.614708281,12.29416562
2.500114575,0.4252308,0,0.42524892,-0.42506337,0,0.42508292,0.95349826,0.614906729,12.29813458
1.710219697,-0.204782983,0.707840656,-0.112597611,0.051519182,-0.004202178,0.458663148,0.953503537,0.614952613,12.29905226
1.333305671,0,0,-1.39E-06,0,0,0,0.953509514,0.615004584,12.30009168
1.333327421,0,0,-1.94E-06,0,0,0,0.953510831,0.615016035,12.30032071
2.500114575,-0.4252308,0,0.42524892,0.42506337,0,0.42508292,0.95351139,0.615020896,12.30041792
1.500893912,0.496795363,0.050979261,0.000583649,0.077206689,-0.489122234,0.000445673,0.953512796,0.615033121,12.30066242
1.249881198,5.98E-11,-2.23E-07,-0.600308999,-2.53E-09,-4.62E-08,0.799911337,0.953515938,0.615060441,12.30120882
1.770689044,-0.004008587,0.011826051,0.186014978,0.000372653,1.02E-05,0.175187407,0.953521845,0.615111803,12.30223606
1.088387206,-0.022467398,0.460770033,-0.498936518,0.015511218,-0.007611627,0.348210285,0.953525249,0.615141401,12.30282803
1.16991573,-0.591472279,0.153170302,-0.391965498,-0.727865491,0.186631753,0.220450624,0.953589522,0.615700262,12.31400523
1.99957585,-0.378076354,0.705076473,0.001808585,0.109437027,0.018263271,0.79211359,0.953597444,0.615769144,12.31538289
1.50003573,0.49638952,0.050892882,-0.000659881,0.49363227,0.070395759,-0.001099693,0.95364376,0.616171867,12.32343733
1.500036196,0.496379195,0.050975676,-0.000652836,0.493612473,0.070506943,-0.001091387,0.953667711,0.616380123,12.32760246
1.227830372,-4.25E-09,-3.04E-08,0.319971951,2.53E-08,-3.42E-08,-0.57984915,0.953673752,0.61643265,12.32865301
2.49987652,-0.18701024,0.22108674,0.52707792,0.0997888,0.54222721,0.23952312,0.95367627,0.616454545,12.32909089
1.14739163,-2.50E-08,1.24E-09,-0.105236815,-3.92E-08,1.69E-08,-0.009133555,0.953679527,0.616482864,12.32965729
1.000005973,0.017871365,-0.045602815,-0.798203131,-0.429311033,-0.337266096,0.584629119,0.953701314,0.616672305,12.33344609
1.695957058,-0.001857427,0.005548335,-0.006571132,0.000490039,-9.32E-06,0.527020185,0.953754227,0.617132389,12.34264777
1.254191808,-0.471169,0.193184652,-0.3396174,0.558906408,0.322799537,0.321819715,0.953765352,0.617229122,12.34458244
3.368055049,-0.318803204,-0.004143811,0.645020947,0.066116193,0.064764206,0.692162205,0.953772373,0.61729017,12.3458034
2.999800659,-7.72E-08,-1.44E-08,0.599962449,3.86E-08,4.01E-08,0.599878623,0.953775159,0.617314395,12.34628789
2.857973036,0.172326732,-0.629468862,0.461610745,0.204646087,-0.505168794,0.325902891,0.953779591,0.617352931,12.34705863
3.00005879,-1.92E-08,8.24E-08,0.599908166,1.99E-08,2.51E-08,0.600011034,0.953783714,0.617388781,12.34777563
1.999980857,-0.067855022,0.8441931,0.070145711,-0.152490188,0.831894875,0.083048352,0.953790585,0.617448525,12.34897051
2.567160347,-0.514306886,0.456332356,0.293942015,-0.155703219,-0.00143098,0.686374568,0.953815981,0.617669346,12.35338692
3.059025707,0.281809221,-0.382009846,0.643350012,-0.500033624,0.367048899,-0.374284119,0.953827763,0.617771792,12.35543584
2.553004887,0.417930207,0.280756141,0.580946884,-0.327034587,0.631648424,-0.342951972,0.953845292,0.617924208,12.35848417
1.999940388,-0.618981233,-0.501981113,0.067892464,-0.406889916,0.468001142,0.505160177,0.953877559,0.618204773,12.36409547
2.000040599,0.34650856,0,0.20006432,0,0,0.40003674,0.95388638,0.618281473,12.36562946
2.000103181,-0.323810785,0.730334482,0.040954962,0.055174331,0.005794006,0.396167574,0.953907165,0.6184622,12.36924401
1.176461285,0,0,0.499947523,0,0,-0.50007069,0.953962117,0.618940014,12.37880028
2.000030845,0.710667353,-0.362365513,0.059861145,0.743455653,-0.287456157,0.067118419,0.953968581,0.618996219,12.37992438
2.838695302,0.353167071,-0.349308697,0.571490473,0.699589369,0.191991302,-0.230134763,0.953973198,0.619036364,12.38072729
2.000039551,0.717415753,-0.348704365,0.060501433,0.743602092,-0.287556887,0.065070129,0.953974521,0.619047868,12.38095736
3.999038471,0.026579173,-0.008203354,0.799660641,-0.19309222,0.514471236,0.581040717,0.953980817,0.619102612,12.38205225
1.666707044,0.654574224,-0.459217269,-0.022150484,0.006715809,0.79463697,0.091868759,0.953986802,0.619154652,12.38309305
1.078086426,0.416009076,0.639732289,-0.02824425,0.822255732,0.091701938,-0.338755097,0.95399567,0.619231761,12.38463521
1.000017238,5.60E-10,-2.29E-07,-0.600445739,4.84E-10,1.91E-08,0.399946656,0.954024087,0.619478849,12.38957699
2.000074753,0.706371061,-0.371014047,0.057562917,0.718590589,-0.346856254,0.056476253,0.954034903,0.619572896,12.39145791
1.500615533,0.496662301,0.050770208,-0.000383106,1.13E-08,5.54E-09,2.51E-07,0.954056635,0.619761858,12.39523715
1.663412059,-0.099841064,0.518256908,0.251835186,-0.02580369,0.002530869,-0.306014636,0.954057778,0.619771796,12.39543592
1.500623232,0.496845781,0.049208046,-0.000448444,7.85E-09,5.27E-09,2.48E-07,0.95405924,0.619784508,12.39569017
2.000096275,-0.109959233,0.791290068,0.039422969,0.054803031,-0.010388894,0.395954398,0.954060739,0.619797542,12.39595085
1.500676088,0.496127445,0.058155677,0.00048904,6.78E-09,9.93E-09,1.47E-07,0.954103268,0.620167336,12.40334673
0.99999731,2.54E-08,1.08E-08,0.199908554,-2.09E-08,-2.36E-09,-0.400078127,0.954118742,0.620301884,12.40603769
1.400000072,0,0,0,0,0,0,0.95412937,0.620394296,12.40788592
1.000001466,-0.001203173,-0.001522859,-0.200049571,-3.12E-10,-1.81E-09,-5.32E-05,0.954133994,0.620434502,12.40869004
2.999468404,0,0,-4.74E-06,0,0,0.666916885,0.954137907,0.620468526,12.40937052
2.246262663,-0.48688055,0.154584203,0.474513,-0.489455247,0.097116736,-0.408244161,0.954169367,0.620742074,12.41484148
1.333334876,0,0,-0.50003173,0,0,0.249992962,0.954174061,0.620782889,12.41565778
0.999936833,0.039102064,0.410424992,0.435936988,-0.035060501,0.015964795,-0.798798709,0.954179612,0.620831155,12.41662311
1.500676087,0.496122931,0.0581933,0.000490751,6.77E-09,9.92E-09,1.47E-07,0.954185064,0.620878561,12.41757122
1.666756074,-0.730013671,-0.325874363,-0.026679824,0.678160192,-0.415665913,0.085282031,0.954210002,0.6210954,12.42190799
2.414018797,0,0,3.33E-06,0,0,0.500084659,0.954218814,0.621172021,12.42344042
1.569997836,-0.050635275,0.219546878,-0.073902882,0.011821562,-0.001594949,0.358919389,0.954251858,0.621459342,12.42918684
3.441867639,-0.151736502,-0.210288657,0.721001353,-0.657725029,0.41795097,-0.004433201,0.954280602,0.621709274,12.43418548
1.000014128,0.510746021,-0.615196013,0.024711149,0.033209782,0.010953031,-0.398539349,0.954309671,0.621962032,12.43924064
1.063319265,0.047203119,0.631027989,0.414454319,-0.052154087,0.022264618,-0.74094796,0.954331144,0.622148742,12.44297484
1.176436307,0,0,0.800759621,0,0,-0.800888613,0.954339438,0.622220859,12.44441718
1.999537666,-0.287878516,0.525910946,0.023726491,0.082675655,0.014991179,0.795439095,0.954382011,0.622591036,12.45182071
2.375257529,-0.419340665,-0.409159374,0.493821893,-0.109179189,-0.140892954,-0.731666526,0.954385284,0.622619495,12.45238989
2.000103375,0.795135783,0.047224765,0.07344897,0.746119275,-0.288318822,0.007327591,0.954400475,0.622751582,12.45503164
1.820328775,0.031584122,-0.341890263,0.210134546,-0.132366755,-0.047238525,-0.041665672,0.954411693,0.622849124,12.45698247
1.666589697,0.063537003,0.797147129,-0.01926749,-0.708968958,-0.358603692,0.091459967,0.954444157,0.623131402,12.46262803
1.629853556,-0.005008866,-0.114282282,-0.006730032,0.04086807,-0.086959816,0.310494845,0.954446901,0.623155261,12.46310522
2.500089903,0.30068168,0,0.52081748,-0.60109869,0,0,0.95445247,0.623203684,12.46407368
1.499948448,0.49682699,0.051017122,-2.66E-05,-0.494438218,-0.070612341,0.000240591,0.954487777,0.623510682,12.47021364
0.999986213,-0.144336933,0.599217017,-0.509732929,0.295907286,0.742633633,0.027107905,0.954512889,0.623729033,12.47458067
1.50067586,0.486226008,0.114485215,0.001558329,2.03E-09,5.20E-09,1.43E-07,0.954547791,0.62403251,12.4806502
1.500614292,0.496618569,0.051137992,-0.000364575,1.17E-08,5.42E-09,2.50E-07,0.954557194,0.62411427,12.4822854
2.548438971,-0.053428663,-0.018601146,0.4930666,0.717953958,0.273684812,0.175825138,0.954558618,0.624126652,12.48253304
1.999667047,1.70E-08,-4.44E-10,0.199988949,-9.35E-09,4.85E-09,0.400076093,0.954572025,0.624243227,12.48486454
3.999930093,-3.52E-08,7.03E-07,0.80013968,1.69E-07,2.21E-07,0.399955772,0.954579449,0.62430778,12.48615559
1.04784881,-0.325391121,0.308806197,-0.085195179,-0.585165976,0.108405304,-0.307416761,0.954582638,0.624335508,12.48671016
1.43098293,-0.009382835,0.517753172,0.388269765,-0.058075932,0.015700843,-0.79332052,0.954593738,0.624432024,12.48864048
1.000064944,-0.791164393,-0.114442394,0.026515576,-0.008392025,-0.034997532,-0.398375236,0.954595534,0.62444764,12.48895281
1.666714268,0.061908718,0.796797005,0.035420134,2.95E-06,-4.74E-06,5.73E-05,0.95462598,0.624712371,12.49424743
1.449999897,0,0,0,0,0,0,0.95462883,0.624737152,12.49474305
2.49392624,-0.144012919,0.326538717,0.502459529,0.511078339,-0.499352626,-0.007986357,0.954629464,0.624742665,12.4948533
1.034822748,6.36E-08,-4.53E-09,-0.228140655,-1.85E-08,5.86E-09,-0.002364946,0.954640353,0.624837346,12.49674692
1.500614802,0.496642855,0.050934762,-0.000374958,1.15E-08,5.50E-09,2.50E-07,0.95465145,0.624933836,12.49867671
1.999931401,-0.60137957,0,0,0,0,0.60119386,0.95465523,0.624966703,12.49933406
1.999931401,0.60137957,0,0,0,0,0.60119386,0.95466276,0.625032177,12.50064355
1.999760579,0.055610801,0.797098106,0.04018263,0.066721521,0.796368032,0.034147137,0.954685135,0.62522673,12.50453461
1.500679661,0.496027641,0.058944086,0.000243771,9.89E-09,5.17E-09,2.50E-07,0.954690739,0.625275458,12.50550915
1.666700069,0.657156109,-0.454979577,0.03262294,6.66E-06,-2.35E-06,-7.79E-05,0.954696557,0.625326046,12.50652091
1.999816637,0.717988345,-0.350843138,0.035804171,0.78586444,0.094617709,0.113836694,0.954701308,0.625367356,12.50734712
1.500614457,0.49662538,0.051091555,-0.000366665,1.17E-08,5.46E-09,2.50E-07,0.954701571,0.625369643,12.50739286
1.500614727,0.496641085,0.050951241,-0.000374139,1.16E-08,5.49E-09,2.50E-07,0.954708559,0.625430404,12.50860809
1.500614662,0.496639055,0.050969024,-0.000373195,1.16E-08,5.48E-09,2.50E-07,0.95471151,0.625456064,12.50912127
1.50061472,0.496640932,0.050953113,-0.000374046,1.27E-08,5.33E-09,2.50E-07,0.954712535,0.625464976,12.50929952
1.499886088,-9.38E-08,1.74E-08,0.399892805,-4.43E-08,-2.09E-08,-0.799642683,0.954714555,0.62548254,12.5096508
1.50061471,0.496640607,0.050954917,-0.000373955,1.15E-08,5.50E-09,2.50E-07,0.954720002,0.625529902,12.51059805
1.365812488,-0.052171966,-0.782483731,0.074372945,-0.128119625,0.584311965,-0.504987499,0.954725947,0.625581595,12.5116319
1.500678642,0.495300463,0.064779535,0.000621274,9.02E-09,5.08E-09,2.42E-07,0.954734679,0.62565752,12.51315041
0.999993036,0,0,-0.249942408,0,0,-1.13E-06,0.954754025,0.625825736,12.51651472
1.500614635,0.496638547,0.050971528,-0.000373117,1.16E-08,5.48E-09,2.50E-07,0.95476469,0.625918469,12.51836938
1.500676216,0.487323752,0.109718069,0.001273392,5.71E-09,3.20E-09,1.45E-07,0.954800263,0.62622778,12.5245556
1.500676221,0.487326893,0.109704266,0.001272462,5.72E-09,3.20E-09,1.45E-07,0.954807164,0.626287785,12.5257557
1.500607227,0.496405322,0.05289702,-0.000262903,1.40E-08,6.30E-09,3.35E-07,0.954835316,0.62653257,12.53065139
2.500084472,-0.42523105,0,0.42524938,-0.60109406,0,0,0.95484178,0.626588775,12.5317755
1.620590095,-0.006822604,0.04665507,0.291313113,-0.003594443,0.000495639,-0.480403313,0.954851402,0.626672439,12.53344878
1.863878557,-0.159039034,0.428013062,0.135249654,0.016644774,0.000892428,0.213205739,0.954856716,0.626718645,12.5343729
1.176459775,0,0,-0.25005935,0,0,0,0.95486793,0.626816152,12.53632303
2.08200017,0.198235144,0.468789906,0.248792344,0.724977884,-0.185639408,0.115315082,0.954868452,0.626820691,12.53641381
2.999989256,2.48E-08,-1.73E-08,0.600038322,-2.33E-08,1.45E-08,0.399948279,0.954909999,0.627181946,12.54363892
3.000073324,-8.45E-08,5.01E-08,0.600049507,-2.31E-08,-3.43E-08,0.40009024,0.954929887,0.627354874,12.54709749
1.500009808,0,0,-0.500074043,0,0,0.250018395,0.954931092,0.627365352,12.54730704
1.99988048,0,0,0.30001662,0,0,0,0.95494514,0.627487501,12.54975001
1.333959739,0,0,0.851001489,0,0,-0.637673179,0.954963593,0.627647951,12.55295903
1.9999297,-3.43E-08,1.38E-07,0.299997008,-2.05E-08,6.79E-08,-2.31E-05,0.954991482,0.627890449,12.55780898
2.499759233,0.52082092,0,0.30070412,0,0,0.60111526,0.95499658,0.627934777,12.55869554
1.99976421,-0.051849229,0.796201604,0.058610842,0.618391738,0.03151581,0.506098219,0.95499851,0.627951558,12.55903117
1.999858937,-0.623699635,-0.500886575,-0.0016186,0.506786547,0.179643245,0.592067712,0.955001259,0.627975461,12.55950922
1.500826654,0.496422089,0.050928794,-0.001328516,-0.077163092,0.489043416,0.002102168,0.955006523,0.628021232,12.56042464
1.999581046,-0.069633615,0.407213509,0.435269675,-0.059478352,-0.001080826,-0.797446986,0.955034859,0.628267617,12.56535233
1.999918732,-0.449056155,0.65689591,0.082092339,-0.139404334,0.78752277,0.013753586,0.955059399,0.628480995,12.56961989
2.000107175,2.17E-14,-5.08E-14,0.299963579,6.89E-11,2.52E-11,3.12E-07,0.955066235,0.628540434,12.57080869
1.502191214,0.27771737,0,0,-0.62657686,0,0,0.95507971,0.628657601,12.57315202
1.999913715,-0.055828597,0.797260671,0.036750673,-0.510062625,0.605594436,0.114264257,0.955080104,0.628661027,12.57322053
1.333322726,0,0,0.249994243,0,0,-0.250004786,0.955116232,0.628975163,12.57950327
2.000117926,0.740569526,-0.299768164,0.037465399,-0.035084066,-0.04509917,0.395764157,0.955165946,0.629407432,12.58814863
1.999727517,-0.020193087,0.799799772,-0.001753854,-0.220079244,-0.464725533,0.612517197,0.95518236,0.629550153,12.59100306
1.274428695,-0.000309858,0.062438125,0.078474227,-0.002700814,0.000979981,-0.350947985,0.955183858,0.629563178,12.59126357
1.104943882,0.473391392,0.601822628,-0.161672985,-0.101660871,-0.753899485,-0.211955276,0.955200785,0.62971036,12.59420721
1.63007297,-0.230491313,0.184256563,-0.011915184,-0.000552066,0.032231134,0.176327988,0.955212254,0.629810085,12.59620169
1.999623318,-0.706809791,-0.468033441,0.061250825,-0.676670468,-0.506656173,0.084434071,0.955214833,0.629832509,12.59665019
1.499999262,0,0,0,0,0,0,0.95521555,0.629838744,12.59677487
1.821717539,0.530283908,-0.0565402,0.274420587,0.388867342,-0.433607819,-0.53380998,0.955219277,0.62987115,12.59742301
1.499999201,-6.64E-10,-5.16E-10,8.73E-08,-1.39E-09,5.93E-10,1.66E-07,0.955223401,0.629907009,12.59814018
1.466242398,-9.53E-08,-1.95E-08,0.027750802,-2.93E-08,1.56E-08,-0.100836196,0.955231138,0.629974283,12.59948566
1.500007219,6.32E-08,-1.49E-08,3.19E-05,1.59E-07,-1.46E-07,9.78E-05,0.955234917,0.630007142,12.60014283
1.999949389,3.07E-08,-1.11E-07,0.400118024,1.28E-07,-1.42E-08,-0.400065697,0.955236582,0.630021619,12.60043238
1.49999918,-5.29E-10,-5.00E-10,9.60E-08,5.87E-10,-1.52E-10,1.60E-07,0.955249459,0.630133586,12.60267172
1.49995807,0,0,3.62E-06,0,0,0,0.955261627,0.630239388,12.60478776
1.499998975,-1.72E-09,-7.41E-10,1.47E-07,-4.20E-09,-7.11E-09,2.37E-07,0.95526713,0.630287237,12.60574474
1.499999279,-5.98E-10,-4.37E-10,8.64E-08,3.20E-10,-1.58E-10,1.55E-07,0.955269624,0.630308923,12.60617845
1.499995589,0,0,-1.46E-06,0,0,0,0.955271263,0.630323174,12.60646348
1.174097326,0,0,0.734716014,0,0,-0.827714288,0.955311262,0.630670969,12.61341939
1.500005675,0,0,0.500048982,0,0,-0.250025694,0.95531633,0.630715036,12.61430072
1.000001272,-5.16E-09,3.22E-09,-0.300027884,4.63E-09,-3.45E-09,-3.18E-05,0.955342131,0.630939379,12.61878757
